שם ישוב,אמת,ב,ג,ד,ום,ט,כן,ל,מחל,מרצ,עם,פה,שס,umap_x,umap_y,tsne_x,tsne_y,1,2,3,4,cluster,סמל ישוב,מצביעים,כשרים,פסולים
גלאון,11.75,0.6,0.0,0.0,0.0,0.9,14.76,0.6,2.41,30.12,0.3,38.55,0.0,12.196368,15.0135,-45.759663,4.7264996,יש עתיד בראשות יאיר לפיד לראשות הממשלה:38.55,מרצ השמאל של ישראל בראשות זהבה גלאון:30.12,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:14.76,מפלגת העבודה בראשות מרב מיכאלי:11.75,6,393,338,337,1
גמזו,1.67,16.36,1.67,0.0,0.0,44.42,8.55,0.19,19.33,0.37,0.0,2.97,4.46,12.10916,-3.1894512,41.971115,-10.724556,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:44.42,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:19.33,הבית היהודי בראשות איילת שקד:16.36,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:8.55,2,745,544,544,0
גן השומרון,9.49,0.84,0.0,0.42,0.63,2.74,16.24,0.21,9.92,10.76,0.0,48.52,0.21,15.336793,13.327397,-26.47015,8.440699,יש עתיד בראשות יאיר לפיד לראשות הממשלה:48.52,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:16.24,מרצ השמאל של ישראל בראשות זהבה גלאון:10.76,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:9.92,1,225,479,479,0
גן חיים,13.62,0.47,0.0,0.0,0.23,2.58,18.08,2.35,6.34,8.22,0.0,47.18,0.94,14.748754,13.135205,-27.866886,4.8922806,יש עתיד בראשות יאיר לפיד לראשות הממשלה:47.18,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:18.08,מפלגת העבודה בראשות מרב מיכאלי:13.62,מרצ השמאל של ישראל בראשות זהבה גלאון:8.22,1,239,433,430,3
גן יאשיה,9.72,3.37,0.2,0.0,0.2,1.39,15.67,2.18,7.34,9.13,0.0,50.0,0.79,15.48485,13.420371,-25.679142,8.91208,יש עתיד בראשות יאיר לפיד לראשות הממשלה:50.0,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:15.67,מפלגת העבודה בראשות מרב מיכאלי:9.72,מרצ השמאל של ישראל בראשות זהבה גלאון:9.13,1,734,516,515,1
גן יבנה,1.98,0.78,0.79,0.02,0.06,12.99,12.29,2.9,37.86,1.04,0.03,22.37,6.9,15.060673,3.7799804,11.126763,-5.307424,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:37.86,יש עתיד בראשות יאיר לפיד לראשות הממשלה:22.37,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:12.99,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:12.29,11,166,12833,12783,50
גן נר,4.45,1.35,0.47,0.0,0.07,9.91,12.53,2.76,37.94,2.16,0.0,26.15,2.22,14.826568,5.254579,3.9971101,-5.30411,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:37.94,יש עתיד בראשות יאיר לפיד לראשות הממשלה:26.15,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:12.53,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:9.91,11,1274,1522,1515,7
גן שלמה,21.0,0.94,0.0,0.0,0.31,0.94,18.5,1.25,1.88,9.09,0.0,45.45,0.63,13.047076,12.311068,-33.960255,-0.7148879,יש עתיד בראשות יאיר לפיד לראשות הממשלה:45.45,מפלגת העבודה בראשות מרב מיכאלי:21.0,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:18.5,מרצ השמאל של ישראל בראשות זהבה גלאון:9.09,1,144,321,320,1
גן שמואל,13.15,0.15,0.15,0.0,0.15,0.31,18.65,0.46,1.07,36.7,0.0,29.2,0.0,12.040913,14.931753,-48.261215,3.444858,מרצ השמאל של ישראל בראשות זהבה גלאון:36.7,יש עתיד בראשות יאיר לפיד לראשות הממשלה:29.2,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:18.65,מפלגת העבודה בראשות מרב מיכאלי:13.15,6,72,666,665,1
גנות הדר,3.54,0.93,0.37,0.0,0.0,6.9,19.78,1.49,23.51,1.49,0.0,39.74,2.24,15.940805,8.424877,-9.28357,-2.059851,יש עתיד בראשות יאיר לפיד לראשות הממשלה:39.74,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:23.51,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:19.78,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:6.9,9,549,545,545,0
גני טל,0.0,13.44,2.15,0.0,0.0,54.57,2.42,0.27,20.43,0.0,0.0,2.42,4.3,11.593805,-3.63292,45.271084,-9.622633,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:54.57,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:20.43,הבית היהודי בראשות איילת שקד:13.44,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:4.3,2,1371,379,379,0
גני יוחנן,3.62,0.26,0.52,0.0,0.0,8.27,21.96,1.55,31.27,2.58,0.0,27.13,2.84,15.506068,5.3037367,2.7416372,-8.309666,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:31.27,יש עתיד בראשות יאיר לפיד לראשות הממשלה:27.13,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:21.96,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:8.27,11,862,391,391,0
גני מודיעין,0.13,1.97,5.12,0.0,0.0,32.22,0.98,0.0,12.27,0.2,0.0,0.79,46.33,13.030893,0.9655548,29.569052,-11.394444,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:46.33,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:32.22,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:12.27,יהדות התורה והשבת אגודת ישראל - דגל התורה:5.12,8,3823,1538,1532,6
גני תקווה,5.03,0.98,1.79,0.04,0.15,6.88,15.51,2.85,20.71,3.56,0.04,35.38,7.1,16.053797,8.133825,-7.076015,-3.9843297,יש עתיד בראשות יאיר לפיד לראשות הממשלה:35.38,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:20.71,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:15.51,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:7.1,9,229,12736,12704,32
געש,12.68,0.0,0.55,0.0,0.37,1.84,11.58,1.29,5.51,25.18,0.18,40.26,0.55,12.593795,14.479229,-43.78003,4.4251337,יש עתיד בראשות יאיר לפיד לראשות הממשלה:40.26,מרצ השמאל של ישראל בראשות זהבה גלאון:25.18,מפלגת העבודה בראשות מרב מיכאלי:12.68,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:11.58,6,842,558,555,3
געתון,12.73,0.0,0.0,0.0,0.0,2.6,23.9,2.34,8.57,20.52,0.26,28.83,0.26,12.761523,13.052697,-32.362,-9.7634945,יש עתיד בראשות יאיר לפיד לראשות הממשלה:28.83,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:23.9,מרצ השמאל של ישראל בראשות זהבה גלאון:20.52,מפלגת העבודה בראשות מרב מיכאלי:12.73,6,463,393,393,0
גשר הזיו,10.1,0.75,0.12,0.0,0.25,5.86,17.83,2.24,24.31,5.36,0.12,32.67,0.37,15.534981,7.6837063,-5.7787547,-7.0478964,יש עתיד בראשות יאיר לפיד לראשות הממשלה:32.67,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:24.31,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:17.83,מפלגת העבודה בראשות מרב מיכאלי:10.1,9,574,813,811,2
גת קיבוץ,15.93,1.17,0.0,0.0,0.23,1.41,16.86,2.58,5.39,15.46,0.0,40.98,0.0,13.434978,13.4584055,-39.186737,1.86262,יש עתיד בראשות יאיר לפיד לראשות הממשלה:40.98,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:16.86,מפלגת העבודה בראשות מרב מיכאלי:15.93,מרצ השמאל של ישראל בראשות זהבה גלאון:15.46,6,340,438,437,1
דאלית אלכרמל,2.67,0.24,0.01,0.93,2.83,0.15,55.77,16.05,3.21,5.27,1.22,11.58,0.07,13.489364,10.011358,-4.7769623,6.137147,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:55.77,ישראל ביתנו בראשות אביגדור ליברמן:16.05,יש עתיד בראשות יאיר לפיד לראשות הממשלה:11.58,מרצ השמאל של ישראל בראשות זהבה גלאון:5.27,9,494,7297,7225,72
דבוריה,0.1,0.0,0.05,34.36,35.17,0.14,0.38,0.05,0.31,1.1,28.14,0.14,0.05,-4.3834934,7.153572,-0.02063667,37.7193,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:35.17","בל""ד - אלתג`מוע אלווטני אלדמוקרטי בראשות סמי אבו ש:34.36",הרשימה הערבית המאוחדת:28.14,מרצ השמאל של ישראל בראשות זהבה גלאון:1.1,0,489,4223,4206,17
דבירה,9.14,1.17,0.19,0.0,0.19,3.11,21.6,0.78,8.56,16.73,0.0,37.74,0.78,13.617052,13.213945,-35.01702,4.313149,יש עתיד בראשות יאיר לפיד לראשות הממשלה:37.74,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:21.6,מרצ השמאל של ישראל בראשות זהבה גלאון:16.73,מפלגת העבודה בראשות מרב מיכאלי:9.14,1,849,522,522,0
דגניה א,30.27,0.3,0.0,0.0,0.0,1.19,16.02,2.08,4.15,9.5,0.0,36.5,0.0,11.447272,12.461207,-38.768044,-7.2640133,יש עתיד בראשות יאיר לפיד לראשות הממשלה:36.5,מפלגת העבודה בראשות מרב מיכאלי:30.27,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:16.02,מרצ השמאל של ישראל בראשות זהבה גלאון:9.5,6,62,340,338,2
דגניה ב,20.25,0.0,0.0,0.0,0.0,1.75,18.0,1.5,8.25,8.25,0.25,41.5,0.25,12.885888,11.803454,-32.915478,-3.9516635,יש עתיד בראשות יאיר לפיד לראשות הממשלה:41.5,מפלגת העבודה בראשות מרב מיכאלי:20.25,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:18.0,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:8.25,1,79,403,403,0
דולב,0.29,6.28,0.0,0.0,0.0,75.91,0.44,0.15,13.58,0.15,0.0,0.58,2.63,10.266163,-4.619564,52.36194,-7.884016,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:75.91,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:13.58,הבית היהודי בראשות איילת שקד:6.28,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:2.63,7,3747,695,692,3
דורות,20.75,0.25,0.0,0.25,0.5,3.5,20.0,0.5,6.5,9.25,0.0,37.75,0.75,12.786025,11.697264,-32.95633,-5.730061,יש עתיד בראשות יאיר לפיד לראשות הממשלה:37.75,מפלגת העבודה בראשות מרב מיכאלי:20.75,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:20.0,מרצ השמאל של ישראל בראשות זהבה גלאון:9.25,1,336,409,409,0
דייר אלאסד,0.16,0.0,0.0,13.32,36.2,0.05,0.13,0.02,0.52,0.49,45.09,1.71,2.31,-4.2202916,6.380283,4.32515,38.34223,הרשימה הערבית המאוחדת:45.09,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:36.2","בל""ד - אלתג`מוע אלווטני אלדמוקרטי בראשות סמי אבו ש:13.32",התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:2.31,0,490,6194,6154,40
דייר חנא,0.11,0.0,0.08,24.41,47.96,0.02,0.25,0.02,0.88,0.84,22.71,0.4,2.34,-4.925181,6.8239913,1.4075935,35.161285,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:47.96","בל""ד - אלתג`מוע אלווטני אלדמוקרטי בראשות סמי אבו ש:24.41",הרשימה הערבית המאוחדת:22.71,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:2.34,10,492,5298,5277,21
דימונה,0.98,0.52,2.85,0.01,0.02,15.97,4.58,4.93,51.55,0.41,0.22,6.14,11.82,14.889154,1.0055121,24.612682,2.055473,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:51.55,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:15.97,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:11.82,יש עתיד בראשות יאיר לפיד לראשות הממשלה:6.14,3,2200,18625,18471,154
דליה,17.74,0.0,0.0,0.0,0.4,0.81,8.06,0.2,2.42,30.44,0.4,39.11,0.4,12.171543,14.836834,-45.876266,3.1169107,יש עתיד בראשות יאיר לפיד לראשות הממשלה:39.11,מרצ השמאל של ישראל בראשות זהבה גלאון:30.44,מפלגת העבודה בראשות מרב מיכאלי:17.74,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:8.06,6,300,500,500,0
דלתון,0.0,0.57,1.14,0.0,0.0,17.9,1.33,0.19,55.62,0.0,0.0,0.76,22.48,14.039339,0.6307785,29.034504,3.0729346,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:55.62,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:22.48,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:17.9,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:1.33,3,431,531,528,3
דן,12.76,0.51,0.0,0.0,0.77,1.53,13.01,2.3,2.55,23.98,0.0,42.6,0.0,12.750179,14.37221,-42.90192,4.2996364,יש עתיד בראשות יאיר לפיד לראשות הממשלה:42.6,מרצ השמאל של ישראל בראשות זהבה גלאון:23.98,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:13.01,מפלגת העבודה בראשות מרב מיכאלי:12.76,6,303,394,394,0
דפנה,19.35,0.86,0.0,0.0,0.65,2.58,15.05,1.29,9.03,9.89,0.0,40.43,0.86,12.884732,11.850964,-32.30619,-3.8210847,יש עתיד בראשות יאיר לפיד לראשות הממשלה:40.43,מפלגת העבודה בראשות מרב מיכאלי:19.35,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:15.05,מרצ השמאל של ישראל בראשות זהבה גלאון:9.89,1,302,472,472,0
דריגאת,0.0,0.0,1.17,4.23,12.91,0.0,0.47,0.0,11.74,0.0,67.37,2.11,0.0,-2.7671888,5.510151,8.622632,44.007572,הרשימה הערבית המאוחדת:67.37,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:12.91",הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:11.74,"בל""ד - אלתג`מוע אלווטני אלדמוקרטי בראשות סמי אבו ש:4.23",5,1349,430,428,2
הגושרים,17.41,1.67,0.0,0.0,0.56,3.33,17.04,0.37,14.07,5.93,0.0,38.7,0.93,13.176973,11.398563,-29.600492,-4.9504766,יש עתיד בראשות יאיר לפיד לראשות הממשלה:38.7,מפלגת העבודה בראשות מרב מיכאלי:17.41,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:17.04,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:14.07,1,356,549,548,1
הדר עם,7.45,0.0,0.0,0.0,0.24,2.88,14.42,2.88,8.17,11.54,0.24,51.92,0.24,15.520277,13.544581,-26.68599,10.928178,יש עתיד בראשות יאיר לפיד לראשות הממשלה:51.92,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:14.42,מרצ השמאל של ישראל בראשות זהבה גלאון:11.54,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:8.17,1,191,420,420,0
הוד השרון,6.94,0.68,0.3,0.02,0.19,4.84,15.27,2.96,19.36,5.79,0.08,41.15,2.43,16.11018,9.578937,-12.495247,-2.8379161,יש עתיד בראשות יאיר לפיד לראשות הממשלה:41.15,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:19.36,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:15.27,מפלגת העבודה בראשות מרב מיכאלי:6.94,9,9700,36229,36126,103
הודיה,2.8,0.0,0.0,0.0,0.0,14.85,11.48,1.68,44.54,0.84,0.0,11.48,12.32,15.090999,2.0176558,21.25845,-1.0546006,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:44.54,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:14.85,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:12.32,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:11.48,3,726,365,363,2
הוואשלה שבט,0.0,0.0,0.0,0.32,0.97,0.0,0.0,0.0,0.81,0.16,97.74,0.0,0.0,-2.6437993,4.2559137,11.769032,48.41996,הרשימה הערבית המאוחדת:97.74,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:0.97",הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:0.81,"בל""ד - אלתג`מוע אלווטני אלדמוקרטי בראשות סמי אבו ש:0.32",5,1169,632,624,8
